Код услуги;Наименование услуги;КСГ 1;КСГ 2;КСГ 3;КСГ 4;КСГ 5;КСГ 6;КСГ 7;КСГ 8;КСГ 9;Использовано в КСГ
A16.08.073;Резекция решетчатой буллы с использованием видеоэндоскопических технологий;st20.008;;;;;;;;;TRUE
A16.08.074;Лазерная деструкция сосудов носовой перегородки;st20.006;;;;;;;;;TRUE
A16.08.075;Лазерная деструкция трубного валика эндоскопическая;st20.007;;;;;;;;;TRUE
A16.08.076;Пластика трубного валика с использованием видеоэндоскопических технологий;st20.008;;;;;;;;;TRUE
A16.09.001;Торакоцентез;st28.002;;;;;;;;;TRUE
A16.09.001.001;Торакоцентез под контролем ультразвукового исследования;st28.003;;;;;;;;;TRUE
A16.09.001.002;Закрытие свища нижних дыхательных путей и легочной ткани;st28.004;;;;;;;;;TRUE
A16.09.003;Разрез грудной стенки и плевры;st28.003;;;;;;;;;TRUE
A16.09.004;Дренирование плевральной полости;st28.003;;;;;;;;;TRUE
A16.09.004.001;Дренирование плевральной полости с использованием видеоэндоскопических технологий;st19.023;st28.004;;;;;;;;TRUE
A16.09.005;Остановка кровотечения из нижних дыхательных путей;st28.002;;;;;;;;;TRUE
A16.09.005.001;Остановка кровотечения из нижних дыхательных путей с использованием видеоэндоскопических технологий;st28.004;;;;;;;;;TRUE
A16.09.006;Торакотомия;st28.003;;;;;;;;;TRUE
A16.09.006.001;Торакотомия. Ушивание легкого;st28.003;;;;;;;;;TRUE
A16.09.007;Плеврэктомия;st19.024;st28.004;;;;;;;;TRUE
A16.09.007.002;Плеврэктомия видеоторакоскопическая;st19.023;st28.004;;;;;;;;TRUE
A16.09.007.003;Удаление опухоли плевры видеоторакоскопическое;st19.024;st28.005;;;;;;;;TRUE
A16.09.007.004;Плеврэктомия. Видеоторакоскопическая резекция легких;st28.005;;;;;;;;;TRUE
A16.09.008;Облитерация плевральной полости;st19.023;st28.004;;;;;;;;TRUE
A16.09.009;Лобэктомия (удаление доли легкого);st10.002;st19.023;st28.004;;;;;;;TRUE
A16.09.009.002;Лобэктомия. Одномоментная двухсторонняя операция на легких;st28.004;;;;;;;;;TRUE
A16.09.009.004;"Лобэктомия. Операции по коррекции плевральной полости: торакомиопластика, транспозиция диафрагмы";st28.005;;;;;;;;;TRUE
A16.09.009.005;"Лобэктомия (билобэктомия) с резекцией и реконструкцией бронха, бифуркации трахеи";st19.024;st28.005;;;;;;;;TRUE
A16.09.009.006;Лобэктомия расширенная при новообразованиях легких;st19.024;st28.005;;;;;;;;TRUE
A16.09.009.007;Билобэктомия расширенная при новообразованиях легких;st19.024;st28.005;;;;;;;;TRUE
A16.09.009.008;Комбинированная лобэктомия;st19.024;st28.005;;;;;;;;TRUE
A16.09.009.009;Лобэктомия расширенная с использованием видеоэндоскопических технологий;st19.024;st28.005;;;;;;;;TRUE
A16.09.009.010;Лобэктомия. Видеоторакоскопическая резекция легких;st19.024;st28.005;;;;;;;;TRUE
A16.09.009.011;Лобэктомия. Операция декортикации легкого. Пневмонэктомии;st28.005;;;;;;;;;TRUE
A16.09.011.002;Неинвазивная искусственная вентиляция легких;st17.003;;;;;;;;;TRUE
A16.09.011.003;Высокочастотная искусственная вентиляция легких;st17.003;;;;;;;;;TRUE
A16.09.011.004;Синхронизированная перемежающаяся принудительная вентиляция легких;st17.003;;;;;;;;;TRUE
A16.09.012;"Удаление инородного тела трахеи, бронха или легкого";st28.002;;;;;;;;;TRUE
A16.09.013;Удаление новообразования легкого (атипичная резекция);st10.001;st10.002;st19.023;st28.004;;;;;;TRUE
A16.09.013.001;Одномоментная двухсторонняя операция на легких;st28.005;;;;;;;;;TRUE
A16.09.013.002;"Комбинированная операция удаления новообразования легкого и коррекция плевральной полости: торакомиопластика, транспозиция диафрагмы";st19.024;st28.005;;;;;;;;TRUE
A16.09.013.003;"Удаление новообразования легкого (атипичная резекция). Операции по коррекции плевральной полости: торакомиопластика, пересадка диафрагмы";st19.024;st28.005;;;;;;;;TRUE
A16.09.013.006;Удаление новообразования легкого (атипичная резекция) видеоторакоскопическое;st19.023;st28.004;;;;;;;;TRUE
A16.09.014;Пневмонэктомия;st10.002;st19.024;st28.004;;;;;;;TRUE
A16.09.014.002;Пневмонэктомия расширенная с резекцией соседних органов;st28.005;;;;;;;;;TRUE
A16.09.014.003;Пневмонэктомия с резекцией и реконструкцией бифуркации трахеи;st28.005;;;;;;;;;TRUE
A16.09.014.004;Комбинированная пневмонэктомия;st28.005;;;;;;;;;TRUE
A16.09.014.005;Пневмонэктомия расширенная;st19.024;st28.004;;;;;;;;TRUE
A16.09.014.006;Пневмонэктомия. Видеоторакоскопическая резекция легких;st28.005;;;;;;;;;TRUE
A16.09.014.007;Пневмонэктомия видеоторакоскопическая;st28.005;;;;;;;;;TRUE
A16.09.015;Резекция легкого (более одной доли);st19.023;st28.004;;;;;;;;TRUE
A16.09.015.003;"Резекция легкого (более одной доли). Операции по коррекции плевральной полости: торакомиопластика, пересадка диафрагмы";st28.005;;;;;;;;;TRUE
A16.09.015.004;"Видеоассистированная(ые) атипичная(ые) резекция(ии) легкого (первичные, повторные, двухсторонние)";st19.024;st28.005;;;;;;;;TRUE
A16.09.015.005;Резекция легкого (более одной доли) ангиобронхопластическая;st28.004;;;;;;;;;TRUE
A16.09.015.006;Бронхоплатическая резекция легкого с формированием полибронхиальных анастомозов;st28.004;;;;;;;;;TRUE
A16.09.015.007;"Резекция легкого (более одной доли). Операции декортикации легких, пневмонэктомии";st28.004;;;;;;;;;TRUE
A16.09.015.008;Резекция легких видеоторакоскопическая;st19.024;st28.005;;;;;;;;TRUE
A16.09.016;Анатомическая сегментэктомия легкого;st19.023;st28.004;;;;;;;;TRUE
A16.09.016.002;Сегментэктомия легкого. Одномоментная двухсторонняя операция на легких;st28.005;;;;;;;;;TRUE
A16.09.016.004;"Сегментэктомия легкого. Операции по коррекции плевральной полости: торакомиопластика, транспозиция диафрагмы";st28.005;;;;;;;;;TRUE
A16.09.016.005;Сегментэктомия легкого. Операции на единственном легком;st19.023;st28.004;;;;;;;;TRUE
A16.09.016.006;Сегментэктомия легкого. Полисегментарная резекция легкого расширенная;st19.023;st28.004;;;;;;;;TRUE
