Код услуги;Наименование услуги;КСГ 1;КСГ 2;КСГ 3;КСГ 4;КСГ 5;КСГ 6;КСГ 7;КСГ 8;КСГ 9;Использовано в КСГ
A16.28.031.001;Радикальная цистпростатэктомия с уретерокутанеостомией;st19.008;st30.014;;;;;;;;TRUE
A16.28.031.002;Радикальная цистпростатэктомия с формированием стомы с использованием видеоэндоскопических технологий;st30.015;;;;;;;;;TRUE
A16.28.031.003;Радикальная цистпростатэктомия с ортотопической реконструкцией мочевого резервуара;st09.009;st19.008;st30.014;;;;;;;TRUE
A16.28.031.004;Радикальная цистпростатэктомия с ортотопической реконструкцией мочевого резервуара с использованием видеоэндоскопических технологий;st30.015;;;;;;;;;TRUE
A16.28.031.005;Радикальная цистпростатэктомия с использованием видеоэндоскопических технологий;st09.010;st30.015;;;;;;;;TRUE
A16.28.031.006;Лапароскопическая цистпростатвезикулэктомия;st09.010;st30.015;;;;;;;;TRUE
A16.28.031.007;Радикальная цистпростатэктомия с кожной уретероилеостомией;st09.009;st19.008;st30.014;;;;;;;TRUE
A16.28.031.008;Радикальная цистпростатэктомия с кожной уретероилеостомией с использованием видеоэндоскопических технологий;st30.015;;;;;;;;;TRUE
A16.28.031.010;Радикальная цистпростатэктомия с гетеротопической реконструкцией мочевого резервуара;st09.009;st19.008;st30.014;;;;;;;TRUE
A16.28.031.011;Радикальная цистпростатэктомия с гетеротопической реконструкцией мочевого резервуара с использованием видеоэндоскопических технологий;st30.015;;;;;;;;;TRUE
A16.28.032;Реконструкция мочевого пузыря;st09.008;st10.001;st10.002;st19.008;st30.013;;;;;TRUE
A16.28.032.001;Реконструкция мочевого пузыря с цистэктомией (полной или частичной);st09.008;st19.008;st30.013;;;;;;;TRUE
A16.28.032.002;Пластика шейки мочевого пузыря;st09.009;st19.007;st30.014;;;;;;;TRUE
A16.28.032.003;Пластика мочевого пузыря с использованием местных тканей при экстрофии;st09.009;st19.008;st30.014;;;;;;;TRUE
A16.28.033;Иссечение наружно-мочепузырного свища;st09.006;st30.011;;;;;;;;TRUE
A16.28.034;Рассечение внутренних спаек;st09.006;st30.011;;;;;;;;TRUE
A16.28.035;Наружная уретротомия;st09.005;st30.010;;;;;;;;TRUE
A16.28.035.001;Иссечение наружно-уретрального свища;st09.005;st30.010;;;;;;;;TRUE
A16.28.035.002;Иссечение пузырно-кишечного свища;st09.007;st19.008;st30.012;;;;;;;TRUE
A16.28.036;Удаление камней уретры;st09.006;st30.011;;;;;;;;TRUE
A16.28.037;Уретральная меатотомия;st09.006;st30.011;;;;;;;;TRUE
A16.28.038;Восстановление уретры;st09.007;st10.001;st10.002;st30.012;;;;;;TRUE
A16.28.038.001;Восстановление уретры с использованием кожного лоскута;st09.009;st30.014;;;;;;;;TRUE
A16.28.038.002;Восстановление уретры с использованием реваскуляризированного свободного лоскута;st09.009;st30.014;;;;;;;;TRUE
A16.28.038.003;Восстановление уретры с использованием слизистой рта;st09.009;st30.014;;;;;;;;TRUE
A16.28.039;Рассечение стриктуры уретры;st09.006;st19.006;st30.011;;;;;;;TRUE
A16.28.039.001;Рассечение стриктуры уретры с использованием видеоэндоскопических технологий;st09.008;st30.013;;;;;;;;TRUE
A16.28.040;Бужирование уретры;st09.005;st30.010;;;;;;;;TRUE
A16.28.041;Вскрытие и дренирование парапузырного пространства;st09.007;st30.012;;;;;;;;TRUE
A16.28.042;Уретровезикопексия;st09.007;st30.012;;;;;;;;TRUE
A16.28.043;Пункция паравезикального абсцесса;st09.005;st30.010;;;;;;;;TRUE
A16.28.044;Нефропиелостомия;st09.006;st19.006;st30.011;;;;;;;TRUE
A16.28.045;Перевязка и пересечение яичковой вены;st09.006;st30.011;;;;;;;;TRUE
A16.28.045.001;Перевязка и пересечение яичковой вены с использованием видеоэндоскопических технологий;st09.011;st30.016;;;;;;;;TRUE
A16.28.045.002;Клипирование яичковой вены с использованием видеоэндоскопических технологий;st09.011;st30.016;;;;;;;;TRUE
A16.28.045.003;Реваскуляризация яичка микрохирургическая;st09.009;st30.014;;;;;;;;TRUE
A16.28.045.004;Перевязка и пересечение яичковой вены субингвинальное;st09.005;st30.010;;;;;;;;TRUE
A16.28.046;Пиелотомия;st09.006;st30.011;;;;;;;;TRUE
A16.28.046.001;Перкутанная (чресфистульная) эндопиелотомия;st09.007;st30.012;;;;;;;;TRUE
A16.28.046.002;Трансуретральная эндопиелотомия;st09.007;st30.012;;;;;;;;TRUE
A16.28.047;Резекция уретры;st09.007;st30.012;;;;;;;;TRUE
A16.28.048;Секционная нефролитотомия;st09.007;st30.012;;;;;;;;TRUE
A16.28.049;Перкутанная нефролитотрипсия с литоэкстракцией (нефролитолапаксия);st09.010;st30.015;;;;;;;;TRUE
A16.28.050;Трансуретральная эндоскопическая уретеролитотрипсия;st09.009;st30.014;;;;;;;;TRUE
A16.28.050.001;Трансуретральная эндоскопическая уретеролитотрипсия лазерная;st09.009;st30.014;;;;;;;;TRUE
A16.28.051;Установка катетера в верхние мочевыводящие пути;st09.005;st30.010;;;;;;;;TRUE
A16.28.052;Ренефростомия;st09.006;st19.006;st30.011;;;;;;;TRUE
A16.28.052.001;Замена нефростомического дренажа;st30.010;;;;;;;;;TRUE
A16.28.053;Бужирование мочеточника;st09.006;st19.006;st30.011;;;;;;;TRUE
A16.28.054;Трансуретральная уретеролитоэкстракция;st09.006;st30.011;;;;;;;;TRUE
A16.28.055;Пиелонефролитотомия;st09.007;st30.012;;;;;;;;TRUE
A16.28.055.001;Пиелонефролитотомия с использованием видеоэндоскопических технологий;st09.011;st30.016;;;;;;;;TRUE
A16.28.056;Нефролитотомия;st09.007;st30.012;;;;;;;;TRUE
A16.28.057;Анатрофическая нефролитотомия;st09.007;st30.012;;;;;;;;TRUE
A16.28.058;Вправление парафимоза;st09.006;st30.011;;;;;;;;TRUE
A16.28.059;Нефроуретерэктомия;st09.007;st19.007;st30.012;;;;;;;TRUE
A16.28.059.001;Нефруретерэктомия с использованием видеоэндоскопических технологий;st09.010;st30.015;;;;;;;;TRUE
A16.28.059.002;Нефроуретерэктомия с резекцией мочевого пузыря;st09.009;st19.007;st30.014;;;;;;;TRUE
A16.28.060;Внутренняя (трансуретральная) уретротомия;st09.006;st19.006;st30.011;;;;;;;TRUE
A16.28.061;Внутренняя (трансуретральная) уретеротомия;st09.009;st19.007;st30.014;;;;;;;TRUE
A16.28.062;Чрескожная уретеротомия;st09.007;st30.012;;;;;;;;TRUE
A16.28.062.001;Перкутанная (чресфистульная) эндуретеротомия;st09.007;st30.012;;;;;;;;TRUE
A16.28.064;"Расширенная адреналэктомия, или адреналэктомия с резекцией соседних органов";st31.010;;;;;;;;;TRUE
A16.28.069;Интерстициальная лазерная коагуляция;st09.008;st19.007;st30.013;;;;;;;TRUE
A16.28.070;Криоабляция новообразования почки;st09.008;st19.007;st30.013;;;;;;;TRUE
A16.28.071;Иссечение кисты почки;st09.006;st30.011;;;;;;;;TRUE
A16.28.071.001;Иссечение кисты почки лапароскопическое;st09.011;st30.016;;;;;;;;TRUE
A16.28.072;Цистостомия;st09.006;st30.011;;;;;;;;TRUE
A16.28.072.001;Замена цистостомического дренажа;st09.005;st30.010;;;;;;;;TRUE
A16.28.073;Сфинктеропластика мочевого пузыря;st09.008;st30.013;;;;;;;;TRUE
A16.28.073.001;Сфинктеропластика с имплантацией искусственного сфинктера;st09.010;st30.015;;;;;;;;TRUE
A16.28.074;Пиелолитотомия;st09.006;st30.011;;;;;;;;TRUE
A16.28.074.001;Пиелолитотомия с использованием видеоэндоскопических технологий;st09.011;st30.016;;;;;;;;TRUE
A16.28.075;Иссечение уретероцеле;st09.007;st30.012;;;;;;;;TRUE
A16.28.075.001;Трансуретральное рассечение уретероцеле;st09.006;st30.011;;;;;;;;TRUE
A16.28.075.002;Иссечение уретероцеле с пластикой мочеточника;st09.007;st30.012;;;;;;;;TRUE
A16.28.075.003;Иссечение уретероцеле с уретеросигмоанастомозом;st09.007;st30.012;;;;;;;;TRUE
A16.28.076;Дренирование абсцесса паранефральной клетчатки;st09.006;st30.011;;;;;;;;TRUE
A16.28.077;Удаление катетера из верхних мочевыводящих путей;st09.005;st30.010;;;;;;;;TRUE
A16.28.078;Уретероцистоанастомоз;st09.008;st19.007;st30.013;;;;;;;TRUE
A16.28.078.001;Уретероцистоанастомоз с использованием видеоэндоскопических технологий;st09.010;st30.015;;;;;;;;TRUE
A16.28.079;Удаление нефростомы;st09.005;st30.010;;;;;;;;TRUE
A16.28.080;Транспозиция уретры;st09.007;st30.012;;;;;;;;TRUE
A16.28.081;Цистоуретеропластика (операция Боари);st09.009;st30.014;;;;;;;;TRUE
A16.28.082;Иссечение парауретральной кисты;st09.006;st30.011;;;;;;;;TRUE
A16.28.083;Баллонная дилятация мочеточника;st09.006;st30.011;;;;;;;;TRUE
A16.28.084;Трансуретральная эндоскопическая пиелолитотрипсия;st09.009;st30.014;;;;;;;;TRUE
A16.28.084.001;Трансуретральная эндоскопическая пиелолитотрипсия с литоэкстракцией;st09.009;st30.014;;;;;;;;TRUE
A16.28.084.002;Трансуретральная пиелокаликолитотрипсия с использованием мочеточникового кожуха;st09.009;st30.014;;;;;;;;TRUE
A16.28.084.003;Трансуретральная фибропиелокаликолитотрипсия;st09.009;st30.016;;;;;;;;TRUE
A16.28.085;Трансуретральная эндоскопическая цистолитотрипсия;st09.008;st30.013;;;;;;;;TRUE
A16.28.086;Удаление полипа уретры;st09.005;st30.010;;;;;;;;TRUE
A16.28.086.001;Трансуретральное удаление кандилом уретры;st09.005;st30.010;;;;;;;;TRUE
A16.28.087;Трансуретральная электрорезекции клапана уретры;st09.005;st30.010;;;;;;;;TRUE
A16.28.088;Ушивание раны почки при проникающем ранении или разрыве;st09.007;st30.012;;;;;;;;TRUE
A16.28.089;"Пункционное дренирование, склерозирование кисты почки";st09.007;st30.012;;;;;;;;TRUE
A16.28.090;Иссечение кисты урахуса;st09.007;st30.012;;;;;;;;TRUE
A16.28.091;Уретероцистонеостомии;st09.007;st30.012;;;;;;;;TRUE
A16.28.092;Антеградная перкутанная уретеролитотрипсия;st09.007;st30.012;;;;;;;;TRUE
A16.28.093;Иссечение дивертикула уретры;st09.006;st30.011;;;;;;;;TRUE
A16.28.094;Уретеролиз;st09.006;st30.011;;;;;;;;TRUE
A16.28.094.001;Уретеролиз с использованием видеоэндоскопических технологий;st09.007;st30.016;;;;;;;;TRUE
A16.28.095;Ушивание раны мочевого пузыря при проникающем ранении или разрыве;st09.007;st30.012;;;;;;;;TRUE
A16.28.096;Истмотомия;st09.007;st30.012;;;;;;;;TRUE
A16.28.097;Пластика мочеточниково-влагалищного свища;st09.007;st19.008;st30.012;;;;;;;TRUE
A16.28.098;Пластика уретрально-прямокишечного свища;st09.007;st19.008;st30.012;;;;;;;TRUE
A16.28.099;Денервация мочевого пузыря с использованием лекарственных препаратов;st09.007;st30.012;;;;;;;;TRUE
A16.30.001;Оперативное лечение пахово-бедренной грыжи;st10.005;st32.013;;;;;;;;TRUE
A16.30.001.001;Оперативное лечение пахово-бедренной грыжи с использованием видеоэндоскопических технологий;st10.008;st32.020;;;;;;;;TRUE
A16.30.001.002;Оперативное лечение пахово-бедренной грыжи с использованием сетчатых имплантов;st10.007;st32.015;;;;;;;;TRUE
A16.30.002;Оперативное лечение пупочной грыжи;st10.001;st10.002;st10.005;st32.013;;;;;;TRUE
A16.30.002.001;Оперативное лечение пупочной грыжи с использованием видеоэндоскопических технологий;st10.007;st32.020;;;;;;;;TRUE
A16.30.002.002;Оперативное лечение пупочной грыжи с использованием сетчатых имплантов;st10.007;st32.015;;;;;;;;TRUE
A16.30.003;Оперативное лечение околопупочной грыжи;st10.005;st32.013;;;;;;;;TRUE
A16.30.004;Оперативное лечение грыжи передней брюшной стенки;st10.001;st10.002;st32.013;;;;;;;TRUE
A16.30.004.001;Грыжесечение при грыже белой линии живота (легкая форма);st10.005;st32.013;;;;;;;;TRUE
A16.30.004.002;Пластика при диастазе прямых мышц живота;st10.005;st32.013;;;;;;;;TRUE
A16.30.004.003;Операция при малой и средней послеоперационной грыже (легкая форма);st10.006;st32.014;;;;;;;;TRUE
A16.30.004.004;Операция при малой и средней послеоперационной грыже (сложная форма);st10.006;st32.014;;;;;;;;TRUE
A16.30.004.005;Операция при большой послеоперационной грыже;st10.006;st32.014;st32.019;;;;;;;TRUE
A16.30.004.006;Операция при большой послеоперационной грыже в инфицированных условиях;st10.006;st32.014;st32.019;;;;;;;TRUE
A16.30.004.007;Операция при гигантской послеоперационной грыже;st10.006;st32.014;st32.019;;;;;;;TRUE
A16.30.004.008;Операция при гигантской послеоперационной грыже в инфицированных условиях;st10.006;st32.014;st32.019;;;;;;;TRUE
A16.30.004.009;Операция при грыже спигелиевой линии живота;st10.006;st32.014;;;;;;;;TRUE
A16.30.004.010;Лапароскопическая пластика передней брюшной стенки при грыжах;st10.008;st32.020;;;;;;;;TRUE
A16.30.004.011;Оперативное лечение грыжи передней брюшной стенки с использованием сетчатых имплантов;st10.007;st32.015;;;;;;;;TRUE
A16.30.004.012;Оперативное лечение послеоперационной грыжи с использованием сетчатых имплантов;st10.007;st32.015;;;;;;;;TRUE
A16.30.004.013;Операция при большой послеоперационной грыже с использованием видеоэндоскопических технологий;st10.007;st32.020;;;;;;;;TRUE
A16.30.004.014;Операция при гигантской послеоперационной грыже с использованием видеоэндоскопических технологий;st10.007;st32.020;;;;;;;;TRUE
A16.30.004.015;Операция при большой послеоперационной грыже с использованием сетчатых имплантов;st10.007;st32.019;;;;;;;;TRUE
A16.30.004.016;Операция при гигантской послеоперационной грыже с использованием сетчатых имплантов;st10.007;st32.019;;;;;;;;TRUE
A16.30.005;Оперативное лечение диафрагмальной грыжи;st10.001;st10.002;st10.006;st32.014;;;;;;TRUE
A16.30.005.001;Пластика диафрагмы с использованием импланта;st10.001;st10.002;st10.007;st32.015;;;;;;TRUE
A16.30.005.002;Операция при грыже пищеводного отверстия диафрагмы;st10.001;st10.002;st10.006;st32.014;;;;;;TRUE
A16.30.005.003;Устранение грыжи пищеводного отверстия диафрагмы с использованием видеоэндоскопических технологий;st10.008;st32.021;;;;;;;;TRUE
A16.30.006.002;Лапаротомия диагностическая;st32.016;;;;;;;;;TRUE
A16.30.007;Дренаж перитонеальный;st32.017;;;;;;;;;TRUE
A16.30.007.001;Дренирование брюшной полости под контролем ультразвукового исследования;st32.017;;;;;;;;;TRUE
A16.30.007.002;Дренирование брюшной полости под контролем компьютерной томографии;st32.017;;;;;;;;;TRUE
A16.30.007.003;Дренирование кист брюшной полости;st32.017;;;;;;;;;TRUE
A16.30.007.004;Лапароскопическое дренирование брюшной полости;st32.017;;;;;;;;;TRUE
A16.30.008;Иссечение кожи и подкожно-жировой клетчатки передней брюшной стенки (абдоминопластика);st32.016;;;;;;;;;TRUE
A16.30.009;Иссечение брыжейки;st32.017;;;;;;;;;TRUE
A16.30.010;Иссечение сальника;st32.017;;;;;;;;;TRUE
A16.30.010.001;Иссечение сальника с использованием видеоэндоскопических технологий;st32.021;;;;;;;;;TRUE
A16.30.011;Разделение брюшинных спаек;st32.017;;;;;;;;;TRUE
A16.30.011.001;Разделение брюшинных спаек с использованием видеоэндоскопических технологий;st32.021;;;;;;;;;TRUE
A16.30.012;Исправление смещения сальника;st32.017;;;;;;;;;TRUE
A16.30.013;Фиксация кишечника;st14.002;;;;;;;;;TRUE
A16.30.014;Экстирпация срединных кист и свищей шеи;st31.004;;;;;;;;;TRUE
A16.30.015;Экстирпация боковых свищей шеи;st31.004;;;;;;;;;TRUE
A16.30.016;Операции при врожденной кривошее;st29.011;;;;;;;;;TRUE
A16.30.017;Ампутация нижней конечности;st29.011;;;;;;;;;TRUE
A16.30.017.001;Ампутация голени;st29.011;;;;;;;;;TRUE
A16.30.017.002;Ампутация стопы;st29.011;;;;;;;;;TRUE
A16.30.017.003;Ампутация пальцев нижней конечности;st29.009;;;;;;;;;TRUE
A16.30.017.004;Ампутация бедра;st29.011;;;;;;;;;TRUE
A16.30.018;Экзартикуляция нижней конечности;st29.011;;;;;;;;;TRUE
A16.30.019;Ампутация верхней конечности;st29.011;;;;;;;;;TRUE
A16.30.019.001;Ампутация плеча;st29.011;;;;;;;;;TRUE
A16.30.019.002;Ампутация предплечья;st29.011;;;;;;;;;TRUE
A16.30.019.003;Ампутация кисти;st29.011;;;;;;;;;TRUE
A16.30.019.004;Ампутация пальцев верхней конечности;st29.009;;;;;;;;;TRUE
A16.30.020;Экзартикуляция верхней конечности;st29.011;;;;;;;;;TRUE
A16.30.021;Имплантация катетера для перитонеального диализа;st18.002;st32.017;;;;;;;;TRUE
A16.30.022;Эвисцерация малого таза;st19.104;st32.017;;;;;;;;TRUE
A16.30.022.001;Эвисцерация малого таза с реконструктивно-пластическим компонентом;st19.104;st32.017;;;;;;;;TRUE
A16.30.023;Перитонэктомия;st32.017;;;;;;;;;TRUE
A16.30.024;Удаление новообразования забрюшинного пространства;st10.001;st10.002;st32.017;;;;;;;TRUE
A16.30.025;Удаление кист и опухолевидных образований брюшной полости;st32.017;;;;;;;;;TRUE
A16.30.025.001;"Удаление эхинококка брюшной полости, брюшной стенки";st32.017;;;;;;;;;TRUE
A16.30.025.002;Удаление инородных тел в брюшной полости;st32.017;;;;;;;;;TRUE
A16.30.025.003;Удаление гематомы в брюшной полости;st32.017;;;;;;;;;TRUE
A16.30.025.004;Лапароскопическое удаление инородных тел в брюшной полости;st32.021;;;;;;;;;TRUE
A16.30.025.005;Лапароскопическое удаление новообразований брюшной полости и забрюшинного пространства;st19.021;st32.021;;;;;;;;TRUE
A16.30.026;"Удаление импланта, трансплантата";st32.017;;;;;;;;;TRUE
A16.30.027;Удаление аномальных разрастаний тканей (нейрофиброматоза);st32.017;;;;;;;;;TRUE
A16.30.028;Пластика передней брюшной стенки;st10.001;st10.002;st32.017;;;;;;;TRUE
A16.30.028.001;Пластика передней брюшной стенки с использованием импланта;st32.017;;;;;;;;;TRUE
A16.30.028.002;Пластика передней брюшной стенки с пластикой пупка;st32.017;;;;;;;;;TRUE
A16.30.029;Трансплантация кожно-мышечного комплекса;st29.013;;;;;;;;;TRUE
A16.30.029.001;Трансплантация кожно-мышечного комплекса симультанная;st29.013;;;;;;;;;TRUE
A16.30.030;Аутотрансплантация кожно-мышечно-костного комплекса;st29.013;;;;;;;;;TRUE
A16.30.031;Удаление новообразования крестцово-копчиковой области;st10.001;st10.002;st29.012;;;;;;;TRUE
A16.30.032;Иссечение новообразования мягких тканей;st19.009;st31.003;;;;;;;;TRUE
A16.30.032.001;Широкое иссечение новообразования мягких тканей;st19.009;st31.003;;;;;;;;TRUE
A16.30.032.002;Иссечение новообразований мягких тканей с реконструктивно-пластическим компонентом;st19.011;st31.003;;;;;;;;TRUE
A16.30.032.004;Иссечение множественных новообразований мягких тканей;st19.011;st31.003;;;;;;;;TRUE
A16.30.032.005;Иссечение новообразований мягких тканей (с определением "сторожевого" лимфатического узла);st19.124;st31.003;;;;;;;;TRUE
A16.30.033;Удаление новообразования мягких тканей;st19.123;st31.003;;;;;;;;TRUE
A16.30.034;Лапаростомия;st32.016;;;;;;;;;TRUE
A16.30.035;Ревизия кишечного анастомоза;st14.002;;;;;;;;;TRUE
A16.30.036;Иссечение очагов эндометриоза;st02.012;;;;;;;;;TRUE
A16.30.036.001;Иссечение очагов эндометриоза с использованием видеоэндоскопических технологий;st02.017;;;;;;;;;TRUE
A16.30.036.002;Лазерная деструкция очагов эндометриоза;st02.011;;;;;;;;;TRUE
A16.30.037;Эндоскопическое стентирование при опухолевом стенозе;st19.005;st32.017;;;;;;;;TRUE
A16.30.038;Удаление новообразования забрюшинного пространства с реконструктивно-пластическим компонентом;st32.018;;;;;;;;;TRUE
A16.30.039;Удаление новообразования забрюшинного пространства с использованием видеоэндоскопических технологий;st32.021;;;;;;;;;TRUE
A16.30.040;Удаление новообразования забрюшинного пространства комбинированное;st32.018;;;;;;;;;TRUE
A16.30.042;Остановка внутрибрюшного кровотечения;st32.016;;;;;;;;;TRUE
A16.30.042.001;Лапароскопическая остановка внутрибрюшного кровотечения;st32.021;;;;;;;;;TRUE
A16.30.043;"Вскрытие и дренирование внутрибрюшной флегмоны, абсцесса";st32.016;;;;;;;;;TRUE
A16.30.043.001;Дренирование абсцессов брюшной полости под контролем ультразвукового исследования;st32.016;;;;;;;;;TRUE
A16.30.043.002;Транскатетерное лечение абсцессов брюшной полости под контролем ультразвукового исследования;st32.018;;;;;;;;;TRUE
A16.30.043.003;Дренирование брюшной полости и забрюшинного пространства под контролем ультразвукового исследования;st32.018;;;;;;;;;TRUE
A16.30.044;Некрсеквестрэктомия органов брюшной полости;st32.017;;;;;;;;;TRUE
A16.30.045;Эндоскопическое бужирование стриктур анастомозов;st32.016;;;;;;;;;TRUE
A16.30.046;Эндоскопическая дилятация стриктур анастомозов;st32.016;;;;;;;;;TRUE
A16.30.047;Передняя экзентерация таза;st32.018;;;;;;;;;TRUE
A16.30.048;Остеопластика;st29.012;;;;;;;;;TRUE
A16.30.048.001;Остеопластика под рентгенологическим контролем;st29.012;;;;;;;;;TRUE
A16.30.048.002;Остеопластика под контролем компьютерной томографии;st19.124;st29.012;;;;;;;;TRUE
A16.30.048.003;Остеопластика под ультразвуковым контролем;st29.012;;;;;;;;;TRUE
A16.30.050;Вертебропластика под лучевым контролем;st19.124;st29.012;;;;;;;;TRUE
A16.30.051;Удаление внеорганной опухоли;st19.021;st32.017;;;;;;;;TRUE
A16.30.051.001;Удаление внеорганной опухоли комбинированной резекцией соседних органов;st32.018;;;;;;;;;TRUE
A16.30.059;Дренирование забрюшинного пространства;st32.018;;;;;;;;;TRUE
A16.30.059.001;Дренирование забрюшинного абсцесса под контролем ультразвукового исследования;st32.018;;;;;;;;;TRUE
A16.30.060;Иссечение глубокого лигатурного свища;st31.002;;;;;;;;;TRUE
A16.30.061;Операция Дюкена;st31.007;;;;;;;;;TRUE
A16.30.062;Дренирование жидкостного образования мягких тканей;st31.002;;;;;;;;;TRUE
A16.30.063;Операция Крайля;st31.007;;;;;;;;;TRUE
A16.30.064;Иссечение свища мягких тканей;st31.002;;;;;;;;;TRUE
A16.30.065;Ушивание разрыва диафрагмы;st32.017;;;;;;;;;TRUE
A16.30.066;Удаление инородного тела с рассечением мягких тканей;st31.002;;;;;;;;;TRUE
A16.30.067;Иссечение поверхностного свищевого хода;st31.002;;;;;;;;;TRUE
A16.30.068;Иссечение глубокого свищевого хода;st31.003;;;;;;;;;TRUE
A16.30.071;Резекция большого сальника;st32.017;;;;;;;;;TRUE
A16.30.071.001;Резекция большого сальника с использованием видеоэндоскопических технологий;st32.021;;;;;;;;;TRUE
A16.30.072;Удаление опухоли мягких тканей головы;st19.010;st31.003;;;;;;;;TRUE
A16.30.073;Удаление опухоли мягких тканей шеи;st19.010;st31.003;;;;;;;;TRUE
A16.30.074;Клипирование кровоточащего сосуда эндоскопическое;st25.008;;;;;;;;;TRUE
A16.30.076;Вскрытие гематомы мягких тканей;st31.002;;;;;;;;;TRUE
A16.30.077;Удаление катетера для перитонеального диализа;st18.002;;;;;;;;;TRUE
A16.30.079;Лапароскопия диагностическая;st32.016;;;;;;;;;TRUE
A17.10.001;Электроимпульсная терапия при патологии сердца и перикарда;st13.002;st13.005;st13.007;st24.004;st27.009;;;;;TRUE
A17.10.001.001;Воздействие синусоидальными модулированными токами (СМТ-терапия) при патологии сердца и перикарда;st13.002;st13.005;st13.007;st24.004;st27.009;;;;;TRUE
A17.10.002;Электрокардиостимуляция;st13.002;st13.005;st13.007;st24.004;st27.009;;;;;TRUE
A17.10.002.001;Электрокардиостимуляция чреспищеводная;st13.002;st13.005;st13.007;st24.004;st27.009;;;;;TRUE
A17.24.001;Чрескожная электронейростимуляция при заболеваниях периферической нервной системы;st37.032;st37.033;st37.034;;;;;;;TRUE
A18.05.001;Плазмаферез;st15.022;;;;;;;;;TRUE
A18.05.001.003;Плазмодиафильтрация;st36.023;;;;;;;;;TRUE
A18.05.001.004;Плазмофильтрация каскадная;st36.023;;;;;;;;;TRUE
A18.05.001.005;Плазмофильтрация селективная;st36.023;;;;;;;;;TRUE
A18.05.002;Гемодиализ;st36.020;;;;;;;;;TRUE
A18.05.002.001;Гемодиализ интермиттирующий высокопоточный;st36.020;;;;;;;;;TRUE
A18.05.002.002;Гемодиализ интермиттирующий низкопоточный;st36.020;;;;;;;;;TRUE
A18.05.002.003;Гемодиализ интермиттирующий продленный;st36.021;;;;;;;;;TRUE
A18.05.002.005;Гемодиализ продолжительный;st36.022;;;;;;;;;TRUE
A18.05.003;Гемофильтрация крови;st36.021;;;;;;;;;TRUE
A18.05.003.001;Гемофильтрация крови продленная;st36.021;;;;;;;;;TRUE
A18.05.003.002;Гемофильтрация крови продолжительная;st36.022;;;;;;;;;TRUE
A18.05.004;Ультрафильтрация крови;st36.020;;;;;;;;;TRUE
A18.05.004.001;Ультрафильтрация крови продленная;st36.021;;;;;;;;;TRUE
A18.05.007;Иммуносорбция;st36.023;;;;;;;;;TRUE
A18.05.011;Гемодиафильтрация;st36.020;;;;;;;;;TRUE
A18.05.011.001;Гемодиафильтрация продленная;st36.021;;;;;;;;;TRUE
A18.05.011.002;Гемодиафильтрация продолжительная;st36.022;;;;;;;;;TRUE
A18.30.001;Перитонеальный диализ;st36.020;;;;;;;;;TRUE
A18.30.001.001;Перитонеальный диализ проточный;st36.022;;;;;;;;;TRUE
A18.30.001.002;Перитонеальный диализ с использованием автоматизированных технологий;st36.020;;;;;;;;;TRUE
A18.30.001.003;Перитонеальный диализ при нарушении ультрафильтрации;st36.020;;;;;;;;;TRUE
A19.03.003.015;Тренировка с биологической обратной связью по подографическим показателям при переломе костей;st37.032;st37.033;st37.034;;;;;;;TRUE
A19.23.004;Коррекция нарушения двигательной функции с использованием компьютерных технологий;st37.032;st37.033;st37.034;;;;;;;TRUE
A19.30.011;Тренировка с биологической обратной связью по опорной реакции;st37.032;st37.033;st37.034;;;;;;;TRUE
A22.01.007;"Фотодинамическая терапия при заболеваниях кожи, подкожно-жировой клетчатки, придатков кожи";st19.010;;;;;;;;;TRUE
A22.03.002.001;Радиочастотная абляция новообразований костей с ультразвуковой и/или компьютерно-томографической навигацией;st19.124;;;;;;;;;TRUE
A22.04.005;Лазерная вапоризация межпозвонкового диска;st29.012;;;;;;;;;TRUE
A22.04.006;Высокочастотная денервация фасеточных суставов;st29.012;;;;;;;;;TRUE
A22.04.007;Абляция межпозвонкового диска;st29.012;;;;;;;;;TRUE
A22.08.009.004;Эндоскопическая лазерная реканализация и устранение дыхательной недостаточности при стенозирующей опухоли трахеи;st19.022;;;;;;;;;TRUE
A22.08.009.005;Эндоскопическая реканализация и эндопротезирование трахеи как этап комбинированного лечения;st19.022;;;;;;;;;TRUE
A22.09.003.001;Эндоскопическое электрохирургическое удаление опухоли бронхов;st19.022;;;;;;;;;TRUE
A22.09.003.002;Эндоскопическая аргоноплазменная коагуляция опухоли бронхов;st19.022;;;;;;;;;TRUE
A22.09.003.003;Эндоскопическая лазерная деструкция злокачественных опухолей бронхов;st19.022;;;;;;;;;TRUE
A22.09.003.007;Эндоскопическая лазерная реканализация и устранение дыхательной недостаточности при стенозирующей опухоли бронхов;st19.022;;;;;;;;;TRUE
A22.09.003.008;Эндоскопическая реканализация и эндопротезирование бронха как этап комбинированного лечения;st19.022;;;;;;;;;TRUE
A22.09.006;Радиочастотная абляция новообразований нижних дыхательных путей и легочной ткани;st19.022;;;;;;;;;TRUE
A22.09.013;Эндоскопическая аргоноплазменная коагуляция при новообразованиях трахеи;st19.022;;;;;;;;;TRUE
A22.12.003;Лазерная коагуляция вен нижних конечностей;st25.009;;;;;;;;;TRUE
A22.12.003.001;Эндовазальная лазерная коагуляция вен нижних конечностей;st25.009;;;;;;;;;TRUE
